1	当初是在学长和老师的推荐下买的这本书，说是与考研的难度和情景很相似，有利于提高水平，认清自己的英语阅读实力。买回来后按照每天几篇的速度做，分析，理解...觉得快要崩溃了~虽然我英语水平不高，但是看到徘徊在40%左右的正确率，我突然明白的确很像考研的风格，呵呵...虽说很打击信心，但是我觉得题目还是很贴切考试的难度的，对于想寻找自信的同学们还是...算了吧~~~
1	经典造型,钢琴烤漆非常漂亮.看着很舒服!机器性能也很好,速度很快.IBM 的没得说啊!
1	房间设施还是不错的,非常齐全,非常舒服,也没有旧旧的感觉,不愧是NOVOTEL旗下的酒店.520的价格超级划算了.服务也不错,我的所有要求都得到了很快的回应.但是西环实在太远了,交通不太方便,附近也没有地铁,只能等一个钟头一班的酒店班车.搭TAXI就不划算了,一个来回随便就要100多.
0	1.酒店黑白色调，感觉阴森森。。建议喜欢该类影片的朋友居住 2。床好像榻榻米，矮的一塌糊涂，建议日本的朋友居住 3。洗澡的房间居然玻璃是透明的，建议有喜欢裸露的朋友居住 4。房间的马桶居然是坏的，每冲一下都要打开陶瓷盖子修理一下，建议喜欢DIY的朋友居住。 补充点评 2008年3月12日 ： 电视节目不更不用说了，所谓的5star标准，汗颜。。。没有地方吃饭，要走出去20分钟到九洲路，楼下的餐厅只适合狂载人家请客。。
1	N多年前在上海看《琥珀》，不知道它是廖一梅的，因为有影帝（刘烨）和美女盖住了她的光芒。去年在话剧中心看《恋爱的犀牛》，被一群黄牛围堵，才知道原来她的话剧那么红。这是一本不错的书，记得书中的很多细节，比方说关于男人变老和变成熟，比方说关于美感实不实用，比方说引用的《两只狗的生活意见》里关于门的台词。
1	宾馆大门显得很时尚，大厅很有个性，房间也保持一样的风格，绿色木纹和砖石墙面，简单不失个性，很像快捷酒店。就价位来说很值得。
1	《菲菲生气了》告诉孩子，生气是一种很正常的情绪反应，常常是由于自己感到受到了冒犯才引起的。书里有一个很好的比喻来说明生气时的状态：里面好像有一个大火山要爆发。有一次，我快满四岁的女儿发脾气，我就跟她讲，我觉得你里面好像有一个大火山，让我感到很不舒服，我很想躲开你，离得远远的......她听了以后，沉思了一会儿，也许是想到了书中的有关情节，明白了什么，很快就平静下来了......
1	外观漂亮，速度还很快哦，最重要的是携带超级方便，电池续航能力很强！
0	标准内存太小，自己加了一个！没有自带的恢复光盘，重装系统后驱动有问题，自带的快捷键无法使用，还好网站上可以讲驱动全部下载使用
1	不错,周围很热闹,出行方便,更不愁找吃饭的地方。去浅水湾、赤柱、海洋公园(正门)可搭973巴士,车站就在附近。房间是小点,但性价比上还能接受。门童服务态度很好,问路什么的都很热心,尽管普通话不是很好。但大堂办住宿的女士感觉不太适合服务行业。也不是态度不好,但没有笑脸不说,还总是皱着眉头。
1	看过该书，感觉中医暂时不会消亡，尚有一、二十株老树活着，还有毛以林、黄煌、刘力红等一批有一定临床经验的博士在，还可以延缓其生命，但是不改变目前中医院校的办学模式，改变教育方式，提高学生临床水平，废医存药，迟早都会消亡。目前的中医临床水平，包括我所在城市中医药大学的教授们的水平实在不敢恭维，如此的教授会教育出什么水平的学生可想而知。
0	这本书没读到底，不是特别喜欢。完全可以用序中的评价来表达我的感受：可以包容，却不想实践。除了物质，我们要追求的还有很多。
1	虽是观景房,不过我住的楼层太低(19楼)看不到江景,但地点很好,离轻轨临江门站和较场口站(起点)很近,解放碑就在附近(大约100多公尺吧)!
1	性价比不错，交通方便。行政楼层感觉很好，只是早上8点楼上装修，好吵。 中餐厅档次太低，虽然便宜，但是和酒店档次不相配。
0	跟心灵鸡汤没什么本质区别嘛，至少我不喜欢这样读经典，把经典都解读成这样有点去中国化的味道了
